Id;Label;In-Degree;Out-Degree;Degree
hep-th/0006206;hep-th/0006206;0;2;2
hep-th/0006205;hep-th/0006205;0;1;1
hep-th/9901007;hep-th/9901007;3;3;6
hep-th/9904114;hep-th/9904114;12;16;28
hep-th/9910268;hep-th/9910268;7;27;34
quant-ph/0208067;quant-ph/0208067;2;15;17
hep-th/0104234;hep-th/0104234;4;19;23
hep-th/9810143;hep-th/9810143;1;6;7
hep-th/0006208;hep-th/0006208;3;8;11
hep-th/9512173;hep-th/9512173;31;31;62
hep-th/9503106;hep-th/9503106;24;15;39
hep-th/9906227;hep-th/9906227;2;6;8
0909.0905;0909.0905;0;2;2
hep-th/0701177;hep-th/0701177;3;12;15
hep-th/0604111;hep-th/0604111;9;22;31
hep-th/0606053;hep-th/0606053;10;13;23
0807.0214;0807.0214;0;3;3
hep-th/0605238;hep-th/0605238;11;12;23
gr-qc/0105038;gr-qc/0105038;6;1;7
0808.2478;0808.2478;0;6;6
astro-ph/0405623;astro-ph/0405623;2;6;8
astro-ph/0505131;astro-ph/0505131;4;7;11
hep-th/0108060;hep-th/0108060;1;2;3
0705.3075;0705.3075;0;30;30
hep-th/9311166;hep-th/9311166;3;7;10
hep-ph/0512163;hep-ph/0512163;15;14;29
hep-th/0409209;hep-th/0409209;11;29;40
hep-ph/0610026;hep-ph/0610026;5;11;16
hep-ph/0208263;hep-ph/0208263;2;1;3
quant-ph/0703160;quant-ph/0703160;0;1;1
hep-th/0107072;hep-th/0107072;5;24;29
hep-th/0001036;hep-th/0001036;26;16;42
hep-th/0009149;hep-th/0009149;1;11;12
hep-th/9805123;hep-th/9805123;4;38;42
hep-th/9202032;hep-th/9202032;8;0;8
hep-th/9110007;hep-th/9110007;5;0;5
hep-th/9307037;hep-th/9307037;14;0;14
hep-th/0211076;hep-th/0211076;8;39;47
hep-th/0304159;hep-th/0304159;7;7;14
hep-th/0401103;hep-th/0401103;15;26;41
hep-lat/0111057;hep-lat/0111057;1;1;2
hep-th/0102028;hep-th/0102028;28;34;62
hep-th/0012103;hep-th/0012103;5;2;7
hep-th/9909006;hep-th/9909006;11;0;11
0812.0351;0812.0351;0;7;7
hep-th/0003293;hep-th/0003293;3;1;4
hep-th/0003172;hep-th/0003172;3;2;5
0812.1642;0812.1642;0;19;19
hep-th/9504155;hep-th/9504155;14;0;14
hep-th/9501015;hep-th/9501015;4;26;30
hep-th/9909160;hep-th/9909160;3;8;11
hep-th/9511163;hep-th/9511163;3;3;6
hep-th/9811191;hep-th/9811191;8;14;22
hep-th/0203200;hep-th/0203200;4;8;12
hep-th/0001121;hep-th/0001121;11;18;29
hep-th/0110101;hep-th/0110101;15;8;23
hep-ph/9907393;hep-ph/9907393;22;5;27
hep-ph/0007134;hep-ph/0007134;9;8;17
hep-th/9411049;hep-th/9411049;13;10;23
hep-th/0107075;hep-th/0107075;1;20;21
hep-th/0102173;hep-th/0102173;15;54;69
hep-th/0102174;hep-th/0102174;23;43;66
hep-th/0605177;hep-th/0605177;5;17;22
hep-th/0510047;hep-th/0510047;5;38;43
math/0604617;math/0604617;7;4;11
hep-th/0602165;hep-th/0602165;4;30;34
math/0001045;math/0001045;10;0;10
hep-th/9610006;hep-th/9610006;11;6;17
alg-geom/9510003;alg-geom/9510003;18;4;22
hep-th/9610129;hep-th/9610129;4;12;16
hep-th/9712198;hep-th/9712198;3;0;3
hep-th/9805138;hep-th/9805138;7;3;10
math/9912017;math/9912017;8;5;13
hep-th/9310148;hep-th/9310148;7;0;7
0807.1844;0807.1844;0;6;6
0907.1846;0907.1846;0;8;8
0807.1847;0807.1847;0;7;7
hep-th/0505006;hep-th/0505006;10;24;34
cond-mat/0605551;cond-mat/0605551;6;3;9
0908.2246;0908.2246;0;9;9
hep-th/0606220;hep-th/0606220;30;37;67
hep-th/0211229;hep-th/0211229;8;13;21
hep-th/0211228;hep-th/0211228;2;5;7
hep-th/0211223;hep-th/0211223;3;1;4
hep-th/9910098;hep-th/9910098;9;35;44
hep-th/0211196;hep-th/0211196;7;29;36
hep-th/0207003;hep-th/0207003;18;17;35
hep-th/0207171;hep-th/0207171;12;31;43
hep-th/0207136;hep-th/0207136;12;15;27
hep-th/0109017;hep-th/0109017;31;32;63
hep-th/0211227;hep-th/0211227;3;9;12
hep-th/9702117;hep-th/9702117;15;1;16
hep-th/0211226;hep-th/0211226;3;4;7
hep-th/0211224;hep-th/0211224;7;14;21
hep-th/0003138;hep-th/0003138;14;12;26
hep-th/0109023;hep-th/0109023;8;4;12
hep-th/0307094;hep-th/0307094;12;22;34
hep-th/0306174;hep-th/0306174;6;33;39
hep-th/0210003;hep-th/0210003;1;3;4
0909.2879;0909.2879;0;7;7
hep-th/0408142;hep-th/0408142;9;91;100
hep-th/0511062;hep-th/0511062;10;12;22
solv-int/9912015;solv-int/9912015;1;7;8
hep-th/9412127;hep-th/9412127;28;17;45
solv-int/9902010;solv-int/9902010;1;0;1
solv-int/9912012;solv-int/9912012;2;9;11
solv-int/9912010;solv-int/9912010;1;16;17
hep-th/9611148;hep-th/9611148;8;7;15
hep-th/9710118;hep-th/9710118;4;13;17
solv-int/9701020;solv-int/9701020;8;11;19
hep-th/9704130;hep-th/9704130;7;12;19
hep-th/0007150;hep-th/0007150;6;15;21
hep-th/0007151;hep-th/0007151;2;2;4
hep-th/9507118;hep-th/9507118;15;23;38
hep-th/9908050;hep-th/9908050;9;9;18
hep-th/9905057;hep-th/9905057;23;35;58
hep-th/9502088;hep-th/9502088;5;1;6
hep-th/9812105;hep-th/9812105;5;18;23
hep-th/9807155;hep-th/9807155;8;15;23
hep-th/9403053;hep-th/9403053;9;1;10
hep-th/9712206;hep-th/9712206;19;21;40
hep-th/9808166;hep-th/9808166;3;10;13
hep-th/9707030;hep-th/9707030;4;1;5
hep-th/9903022;hep-th/9903022;22;25;47
hep-th/0005153;hep-th/0005153;13;43;56
hep-th/0005114;hep-th/0005114;12;37;49
hep-th/0003124;hep-th/0003124;34;28;62
hep-th/0007126;hep-th/0007126;13;25;38
gr-qc/9901062;gr-qc/9901062;10;33;43
0910.2661;0910.2661;0;29;29
hep-th/0605138;hep-th/0605138;22;39;61
hep-th/0403254;hep-th/0403254;27;45;72
0904.2065;0904.2065;0;7;7
0901.1642;0901.1642;0;10;10
hep-th/0406100;hep-th/0406100;6;21;27
gr-qc/0212093;gr-qc/0212093;3;6;9
0906.2996;0906.2996;0;19;19
hep-th/9403128;hep-th/9403128;4;1;5
hep-th/9203023;hep-th/9203023;33;0;33
0803.3226;0803.3226;0;14;14
0905.4725;0905.4725;0;13;13
hep-th/0410055;hep-th/0410055;35;38;73
gr-qc/0404009;gr-qc/0404009;1;24;25
hep-th/0211262;hep-th/0211262;3;36;39
hep-th/0211207;hep-th/0211207;4;31;35
gr-qc/0310090;gr-qc/0310090;3;0;3
hep-th/0310268;hep-th/0310268;2;16;18
gr-qc/0102111;gr-qc/0102111;3;4;7
hep-th/0401187;hep-th/0401187;20;33;53
hep-th/0310160;hep-th/0310160;3;20;23
hep-th/0408091;hep-th/0408091;6;17;23
hep-th/0409262;hep-th/0409262;2;16;18
hep-th/0110064;hep-th/0110064;37;35;72
cond-mat/9707177;cond-mat/9707177;0;10;10
gr-qc/9603049;gr-qc/9603049;3;14;17
hep-th/9311050;hep-th/9311050;14;0;14
cond-mat/9608113;cond-mat/9608113;2;2;4
0809.0704;0809.0704;0;19;19
hep-th/0703042;hep-th/0703042;12;23;35
hep-th/0507258;hep-th/0507258;22;13;35
hep-th/0611225;hep-th/0611225;6;34;40
0910.3949;0910.3949;0;15;15
hep-th/0404038;hep-th/0404038;2;20;22
hep-th/0309060;hep-th/0309060;5;21;26
0806.2032;0806.2032;0;52;52
hep-th/0104244;hep-th/0104244;21;21;42
hep-th/0412069;hep-th/0412069;10;31;41
0804.2857;0804.2857;0;25;25
0804.2854;0804.2854;0;39;39
hep-th/9112039;hep-th/9112039;23;0;23
hep-th/9902123;hep-th/9902123;13;12;25
hep-th/0208228;hep-th/0208228;12;1;13
hep-th/0205232;hep-th/0205232;5;3;8
hep-th/0410053;hep-th/0410053;9;10;19
hep-th/0410052;hep-th/0410052;1;23;24
hep-th/0405266;hep-th/0405266;5;8;13
hep-th/0204104;hep-th/0204104;1;3;4
hep-th/0206082;hep-th/0206082;3;6;9
hep-th/9707210;hep-th/9707210;5;6;11
hep-th/9904175;hep-th/9904175;9;12;21
hep-th/9801021;hep-th/9801021;19;13;32
hep-th/9211070;hep-th/9211070;2;5;7
hep-th/9409067;hep-th/9409067;1;0;1
hep-th/9410045;hep-th/9410045;0;2;2
hep-th/9410044;hep-th/9410044;0;2;2
hep-th/9404028;hep-th/9404028;3;1;4
hep-th/9304142;hep-th/9304142;6;0;6
hep-th/9410042;hep-th/9410042;20;8;28
hep-ph/0402205;hep-ph/0402205;2;23;25
hep-th/0210287;hep-th/0210287;10;7;17
hep-th/9608011;hep-th/9608011;8;12;20
hep-th/0302215;hep-th/0302215;3;12;15
hep-lat/9810063;hep-lat/9810063;18;0;18
hep-lat/9805015;hep-lat/9805015;16;5;21
hep-ph/0307156;hep-ph/0307156;2;4;6
hep-th/9902076;hep-th/9902076;4;1;5
hep-ph/0312289;hep-ph/0312289;7;9;16
hep-th/9912194;hep-th/9912194;7;5;12
hep-ph/0307274;hep-ph/0307274;3;10;13
hep-th/0010185;hep-th/0010185;5;4;9
hep-ph/0306203;hep-ph/0306203;3;10;13
hep-th/0403030;hep-th/0403030;10;19;29
hep-th/0405172;hep-th/0405172;28;35;63
hep-th/0509059;hep-th/0509059;18;69;87
hep-th/0508149;hep-th/0508149;4;42;46
hep-th/0411080;hep-th/0411080;18;0;18
hep-ph/0402201;hep-ph/0402201;4;9;13
hep-ph/0204315;hep-ph/0204315;6;45;51
hep-th/0301177;hep-th/0301177;13;9;22
hep-th/0411156;hep-th/0411156;39;50;89
hep-th/0505041;hep-th/0505041;30;55;85
hep-th/0508190;hep-th/0508190;1;34;35
hep-th/0410200;hep-th/0410200;9;57;66
hep-th/0306121;hep-th/0306121;13;0;13
hep-th/0412182;hep-th/0412182;11;21;32
hep-th/0305123;hep-th/0305123;15;31;46
hep-th/0504108;hep-th/0504108;16;21;37
hep-th/0401019;hep-th/0401019;10;34;44
hep-th/0507225;hep-th/0507225;11;36;47
hep-th/0502200;hep-th/0502200;9;17;26
math/0205149;math/0205149;3;6;9
hep-th/0307153;hep-th/0307153;13;53;66
hep-th/0312002;hep-th/0312002;15;11;26
hep-ph/0402200;hep-ph/0402200;3;21;24
hep-ph/0307332;hep-ph/0307332;5;16;21
hep-ph/0311315;hep-ph/0311315;3;20;23
hep-ph/9811255;hep-ph/9811255;6;4;10
hep-th/0509055;hep-th/0509055;2;10;12
hep-th/0506005;hep-th/0506005;1;25;26
hep-th/9706177;hep-th/9706177;9;0;9
hep-th/0404221;hep-th/0404221;2;7;9
hep-th/0509056;hep-th/0509056;2;11;13
hep-th/0509014;hep-th/0509014;3;7;10
hep-th/9806088;hep-th/9806088;7;2;9
hep-th/0109011;hep-th/0109011;1;3;4
hep-th/9709189;hep-th/9709189;6;7;13
hep-th/0109034;hep-th/0109034;3;4;7
hep-th/0509057;hep-th/0509057;6;10;16
hep-th/9711042;hep-th/9711042;26;24;50
hep-th/0410157;hep-th/0410157;6;0;6
hep-th/0507178;hep-th/0507178;3;28;31
0809.5286;0809.5286;0;3;3
hep-th/0205025;hep-th/0205025;23;21;44
hep-th/9401020;hep-th/9401020;16;2;18
0706.4006;0706.4006;0;8;8
hep-th/0608020;hep-th/0608020;8;12;20
nlin/0210047;nlin/0210047;2;5;7
0904.4311;0904.4311;0;18;18
hep-th/9502146;hep-th/9502146;13;0;13
hep-th/0702148;hep-th/0702148;13;12;25
0704.1290;0704.1290;0;41;41
hep-ph/0309224;hep-ph/0309224;9;10;19
hep-th/0502224;hep-th/0502224;25;42;67
hep-th/0610247;hep-th/0610247;34;30;64
hep-th/0703158;hep-th/0703158;25;11;36
hep-th/0612155;hep-th/0612155;17;13;30
hep-th/0610173;hep-th/0610173;30;0;30
hep-th/0104025;hep-th/0104025;9;2;11
hep-th/0512221;hep-th/0512221;11;20;31
hep-th/0206012;hep-th/0206012;4;9;13
hep-th/0005166;hep-th/0005166;13;0;13
math/0502197;math/0502197;3;3;6
hep-th/0107217;hep-th/0107217;7;18;25
0711.0809;0711.0809;0;1;1
hep-th/0002232;hep-th/0002232;1;7;8
hep-th/0201247;hep-th/0201247;10;45;55
hep-th/0107238;hep-th/0107238;16;22;38
0711.0805;0711.0805;0;23;23
hep-th/0612246;hep-th/0612246;9;47;56
hep-th/0604195;hep-th/0604195;13;47;60
0708.3572;0708.3572;0;5;5
hep-th/9812249;hep-th/9812249;2;7;9
hep-th/9604186;hep-th/9604186;10;9;19
hep-th/9804167;hep-th/9804167;13;7;20
hep-th/9812248;hep-th/9812248;0;2;2
hep-th/9803089;hep-th/9803089;2;2;4
hep-th/0104258;hep-th/0104258;1;3;4
hep-th/0210242;hep-th/0210242;4;0;4
hep-th/9506189;hep-th/9506189;11;1;12
hep-th/9310005;hep-th/9310005;3;4;7
hep-th/9307015;hep-th/9307015;4;11;15
hep-th/9405146;hep-th/9405146;9;3;12
hep-th/9812243;hep-th/9812243;4;2;6
hep-th/9212102;hep-th/9212102;5;0;5
hep-th/9310052;hep-th/9310052;3;2;5
hep-th/9609034;hep-th/9609034;6;0;6
hep-th/9812241;hep-th/9812241;1;2;3
hep-th/0008039;hep-th/0008039;18;19;37
hep-th/9812091;hep-th/9812091;15;3;18
hep-th/9704176;hep-th/9704176;23;4;27
hep-th/9812244;hep-th/9812244;0;7;7
hep-th/9112010;hep-th/9112010;7;0;7
gr-qc/9902017;gr-qc/9902017;5;8;13
hep-th/9701173;hep-th/9701173;10;11;21
hep-th/0111150;hep-th/0111150;7;0;7
hep-th/0205282;hep-th/0205282;1;5;6
hep-th/0108097;hep-th/0108097;7;11;18
hep-th/9408164;hep-th/9408164;34;2;36
hep-th/9704206;hep-th/9704206;6;8;14
hep-th/0204109;hep-th/0204109;5;14;19
hep-th/9910003;hep-th/9910003;6;8;14
hep-th/0109217;hep-th/0109217;6;39;45
hep-th/0205284;hep-th/0205284;1;6;7
hep-th/9903102;hep-th/9903102;2;7;9
hep-th/9812077;hep-th/9812077;5;2;7
hep-th/9807143;hep-th/9807143;6;2;8
hep-th/9912061;hep-th/9912061;3;6;9
hep-th/9608124;hep-th/9608124;11;0;11
hep-th/0205285;hep-th/0205285;1;7;8
hep-th/0205286;hep-th/0205286;4;23;27
hep-th/0110147;hep-th/0110147;12;22;34
hep-th/0105307;hep-th/0105307;5;46;51
hep-th/0011137;hep-th/0011137;27;9;36
hep-th/9307068;hep-th/9307068;1;0;1
hep-th/0205289;hep-th/0205289;1;3;4
0808.1569;0808.1569;0;86;86
math/0405061;math/0405061;1;6;7
hep-th/0512045;hep-th/0512045;3;0;3
hep-th/0702195;hep-th/0702195;2;43;45
math/0011179;math/0011179;3;0;3
hep-th/0012050;hep-th/0012050;14;33;47
hep-th/9506060;hep-th/9506060;1;0;1
hep-th/9809059;hep-th/9809059;4;23;27
hep-th/9805050;hep-th/9805050;14;35;49
hep-th/9810135;hep-th/9810135;14;0;14
hep-th/9803080;hep-th/9803080;15;23;38
0709.0502;0709.0502;0;4;4
astro-ph/0607227;astro-ph/0607227;4;6;10
hep-ph/0301275;hep-ph/0301275;1;3;4
hep-ph/0107229;hep-ph/0107229;3;6;9
gr-qc/9912052;gr-qc/9912052;0;18;18
gr-qc/9912059;gr-qc/9912059;9;8;17
hep-th/9707082;hep-th/9707082;15;4;19
hep-th/9708010;hep-th/9708010;4;5;9
hep-th/9806135;hep-th/9806135;10;13;23
gr-qc/9902031;gr-qc/9902031;1;8;9
hep-th/9801199;hep-th/9801199;8;9;17
hep-th/0208210;hep-th/0208210;5;0;5
hep-th/0403146;hep-th/0403146;1;9;10
hep-th/0402226;hep-th/0402226;3;0;3
0905.0709;0905.0709;0;12;12
hep-th/9110006;hep-th/9110006;9;0;9
hep-ph/0006069;hep-ph/0006069;2;6;8
hep-ph/9609233;hep-ph/9609233;6;4;10
hep-ph/9905375;hep-ph/9905375;6;3;9
hep-ph/0006063;hep-ph/0006063;2;7;9
hep-lat/9705009;hep-lat/9705009;25;7;32
hep-ph/9710402;hep-ph/9710402;23;4;27
hep-ph/0001162;hep-ph/0001162;2;5;7
hep-th/0206187;hep-th/0206187;18;17;35
gr-qc/0205004;gr-qc/0205004;6;11;17
hep-th/0106165;hep-th/0106165;5;21;26
hep-th/0510271;hep-th/0510271;6;21;27
hep-th/0005181;hep-th/0005181;8;10;18
hep-th/0510145;hep-th/0510145;10;4;14
cond-mat/9912307;cond-mat/9912307;4;0;4
0806.4710;0806.4710;0;23;23
hep-th/0607032;hep-th/0607032;9;13;22
hep-th/0510163;hep-th/0510163;4;5;9
hep-th/0607010;hep-th/0607010;22;22;44
gr-qc/0110080;gr-qc/0110080;5;1;6
hep-th/0608163;hep-th/0608163;3;17;20
hep-th/0501229;hep-th/0501229;15;63;78
hep-th/0506224;hep-th/0506224;13;19;32
gr-qc/0602093;gr-qc/0602093;1;6;7
gr-qc/0503115;gr-qc/0503115;1;12;13
alg-geom/9706003;alg-geom/9706003;2;4;6
hep-th/0606241;hep-th/0606241;24;57;81
hep-th/0608161;hep-th/0608161;5;79;84
hep-th/0604143;hep-th/0604143;14;23;37
hep-th/0407055;hep-th/0407055;16;13;29
hep-th/0404191;hep-th/0404191;5;0;5
hep-th/0401196;hep-th/0401196;18;24;42
hep-th/0309106;hep-th/0309106;15;26;41
hep-th/0506009;hep-th/0506009;17;44;61
hep-th/0504230;hep-th/0504230;8;14;22
hep-th/0410274;hep-th/0410274;3;35;38
0811.3984;0811.3984;0;12;12
hep-th/0512083;hep-th/0512083;5;20;25
gr-qc/0504027;gr-qc/0504027;7;36;43
0805.4234;0805.4234;0;55;55
hep-th/0306253;hep-th/0306253;20;9;29
hep-th/0311274;hep-th/0311274;6;30;36
hep-th/9205031;hep-th/9205031;14;0;14
hep-th/0608089;hep-th/0608089;10;31;41
hep-th/0608167;hep-th/0608167;9;7;16
hep-th/0507272;hep-th/0507272;1;12;13
cond-mat/0203460;cond-mat/0203460;1;0;1
cond-mat/9807175;cond-mat/9807175;1;0;1
quant-ph/0110135;quant-ph/0110135;1;2;3
hep-th/0507273;hep-th/0507273;13;33;46
hep-th/0504148;hep-th/0504148;22;24;46
hep-th/0506174;hep-th/0506174;15;29;44
hep-th/0411075;hep-th/0411075;15;32;47
hep-th/9807140;hep-th/9807140;23;34;57
hep-th/0301144;hep-th/0301144;15;0;15
hep-th/0405077;hep-th/0405077;4;27;31
hep-th/0111085;hep-th/0111085;41;27;68
gr-qc/9905096;gr-qc/9905096;0;1;1
gr-qc/9901008;gr-qc/9901008;5;2;7
hep-th/0402102;hep-th/0402102;2;27;29
hep-th/0503171;hep-th/0503171;59;40;99
hep-ph/0503163;hep-ph/0503163;17;0;17
astro-ph/0501437;astro-ph/0501437;4;19;23
hep-ph/0311365;hep-ph/0311365;16;24;40
hep-th/0503027;hep-th/0503027;15;28;43
hep-ph/0507140;hep-ph/0507140;9;55;64
hep-th/0507275;hep-th/0507275;13;39;52
gr-qc/0410032;gr-qc/0410032;6;43;49
gr-qc/0401062;gr-qc/0401062;9;3;12
hep-th/0503243;hep-th/0503243;9;38;47
hep-th/0507279;hep-th/0507279;19;6;25
hep-ph/0410157;hep-ph/0410157;21;10;31
hep-th/0407002;hep-th/0407002;7;15;22
hep-ph/9308236;hep-ph/9308236;9;1;10
0903.1292;0903.1292;0;25;25
astro-ph/0412586;astro-ph/0412586;15;10;25
hep-ph/0410387;hep-ph/0410387;8;8;16
hep-ph/9905358;hep-ph/9905358;16;0;16
hep-th/9706201;hep-th/9706201;19;19;38
hep-ph/9906241;hep-ph/9906241;17;10;27
astro-ph/0308129;astro-ph/0308129;2;5;7
math-ph/0405038;math-ph/0405038;1;3;4
hep-th/9411174;hep-th/9411174;7;0;7
hep-th/9712052;hep-th/9712052;2;2;4
math-ph/9812022;math-ph/9812022;4;0;4
hep-th/0311043;hep-th/0311043;6;4;10
math-ph/0405037;math-ph/0405037;3;20;23
math/0309366;math/0309366;9;9;18
math/0312512;math/0312512;1;6;7
math-ph/0011049;math-ph/0011049;2;0;2
math-ph/0304022;math-ph/0304022;10;9;19
math/0406291;math/0406291;9;5;14
math/0407190;math/0407190;3;4;7
math-ph/0405036;math-ph/0405036;1;8;9
hep-th/0007161;hep-th/0007161;19;12;31
math-ph/0209030;math-ph/0209030;9;7;16
0711.0115;0711.0115;0;12;12
gr-qc/9906017;gr-qc/9906017;8;0;8
astro-ph/0412601;astro-ph/0412601;18;0;18
hep-ph/0405218;hep-ph/0405218;18;38;56
gr-qc/0211045;gr-qc/0211045;3;9;12
0707.0357;0707.0357;0;24;24
hep-th/0612285;hep-th/0612285;4;61;65
hep-th/0703144;hep-th/0703144;2;50;52
0907.5593;0907.5593;0;2;2
hep-th/0603155;hep-th/0603155;9;14;23
hep-th/0205149;hep-th/0205149;5;17;22
hep-th/0005251;hep-th/0005251;22;15;37
hep-th/0010087;hep-th/0010087;14;23;37
hep-th/0206195;hep-th/0206195;53;25;78
hep-th/0212062;hep-th/0212062;6;13;19
hep-th/0303128;hep-th/0303128;1;12;13
hep-th/0212270;hep-th/0212270;11;28;39
hep-th/0112114;hep-th/0112114;25;23;48
hep-th/0301014;hep-th/0301014;13;5;18
hep-th/9402046;hep-th/9402046;23;1;24
hep-th/0211084;hep-th/0211084;2;8;10
hep-ph/0201247;hep-ph/0201247;3;14;17
hep-th/0212065;hep-th/0212065;16;21;37
hep-th/9608013;hep-th/9608013;12;4;16
hep-th/0206051;hep-th/0206051;7;23;30
hep-th/9607170;hep-th/9607170;8;9;17
hep-th/0212066;hep-th/0212066;2;32;34
gr-qc/0208006;gr-qc/0208006;4;6;10
hep-ph/9801303;hep-ph/9801303;0;5;5
hep-th/9209020;hep-th/9209020;14;1;15
0810.4660;0810.4660;0;30;30
0802.1167;0802.1167;0;19;19
0911.4660;0911.4660;0;3;3
0909.2237;0909.2237;0;16;16
hep-th/0303142;hep-th/0303142;8;1;9
hep-th/0610120;hep-th/0610120;3;16;19
math/0606241;math/0606241;8;0;8
hep-th/0507222;hep-th/0507222;6;24;30
0906.4961;0906.4961;0;13;13
hep-th/0603173;hep-th/0603173;2;1;3
hep-th/0308086;hep-th/0308086;26;36;62
hep-ph/0605107;hep-ph/0605107;3;2;5
0904.0012;0904.0012;0;22;22
hep-th/0607219;hep-th/0607219;21;67;88
0804.3153;0804.3153;0;2;2
hep-th/0304091;hep-th/0304091;3;3;6
hep-th/0110083;hep-th/0110083;8;0;8
hep-th/0610125;hep-th/0610125;10;47;57
hep-lat/0208057;hep-lat/0208057;17;16;33
0711.1992;0711.1992;0;2;2
hep-th/0612015;hep-th/0612015;4;2;6
hep-th/0601212;hep-th/0601212;4;33;37
hep-th/0611065;hep-th/0611065;22;35;57
hep-th/0602007;hep-th/0602007;4;68;72
hep-th/0601214;hep-th/0601214;3;68;71
nlin/0506065;nlin/0506065;1;4;5
hep-th/0612017;hep-th/0612017;5;11;16
hep-th/0612011;hep-th/0612011;27;24;51
hep-th/0605210;hep-th/0605210;57;37;94
hep-th/0609109;hep-th/0609109;33;30;63
hep-th/0603066;hep-th/0603066;32;33;65
hep-th/0607155;hep-th/0607155;26;34;60
hep-th/0602254;hep-th/0602254;35;24;59
hep-th/0612010;hep-th/0612010;2;4;6
hep-th/0612013;hep-th/0612013;6;10;16
hep-th/0612012;hep-th/0612012;10;40;50
hep-th/0409313;hep-th/0409313;1;7;8
gr-qc/0512049;gr-qc/0512049;6;2;8
hep-th/0405252;hep-th/0405252;10;31;41
gr-qc/0610143;gr-qc/0610143;7;11;18
hep-th/9906154;hep-th/9906154;5;28;33
hep-th/9802063;hep-th/9802063;15;10;25
hep-th/9507040;hep-th/9507040;15;0;15
gr-qc/9906078;gr-qc/9906078;6;18;24
hep-th/9711115;hep-th/9711115;14;21;35
hep-th/9812175;hep-th/9812175;13;23;36
hep-th/9804147;hep-th/9804147;6;5;11
hep-th/9807188;hep-th/9807188;3;0;3
hep-th/9901066;hep-th/9901066;1;17;18
hep-th/9507036;hep-th/9507036;27;15;42
hep-th/9806113;hep-th/9806113;11;34;45
hep-th/9805182;hep-th/9805182;5;28;33
0911.2877;0911.2877;0;10;10
hep-th/9606037;hep-th/9606037;12;6;18
hep-th/9812236;hep-th/9812236;2;5;7
hep-th/0210099;hep-th/0210099;1;0;1
hep-th/0409166;hep-th/0409166;3;5;8
hep-th/0408195;hep-th/0408195;3;1;4
hep-th/0408046;hep-th/0408046;1;2;3
hep-th/0306019;hep-th/0306019;3;2;5
hep-th/0305143;hep-th/0305143;3;0;3
hep-th/0412327;hep-th/0412327;15;0;15
hep-th/9908204;hep-th/9908204;16;20;36
math/0302211;math/0302211;3;1;4
hep-th/9303100;hep-th/9303100;25;3;28
hep-th/0211236;hep-th/0211236;65;36;101
math/0311058;math/0311058;20;29;49
nlin/0605006;nlin/0605006;3;0;3
hep-th/0401199;hep-th/0401199;1;51;52
hep-th/0412329;hep-th/0412329;14;0;14
hep-th/9111033;hep-th/9111033;10;0;10
hep-th/9911099;hep-th/9911099;9;13;22
hep-th/9210072;hep-th/9210072;11;2;13
hep-th/0612018;hep-th/0612018;1;40;41
hep-th/9806165;hep-th/9806165;7;5;12
hep-th/0602019;hep-th/0602019;5;45;50
0911.2872;0911.2872;0;1;1
hep-th/0504169;hep-th/0504169;6;16;22
0805.0203;0805.0203;0;39;39
hep-th/9903046;hep-th/9903046;24;20;44
hep-th/0310105;hep-th/0310105;2;156;158
hep-th/0004077;hep-th/0004077;11;42;53
hep-th/0111178;hep-th/0111178;13;15;28
astro-ph/9802221;astro-ph/9802221;1;5;6
0805.0207;0805.0207;0;14;14
0907.1246;0907.1246;0;4;4
0810.3011;0810.3011;1;41;42
hep-th/0002255;hep-th/0002255;4;16;20
hep-th/0306051;hep-th/0306051;7;34;41
math-ph/0410040;math-ph/0410040;1;41;42
hep-th/0007115;hep-th/0007115;6;22;28
hep-th/9804181;hep-th/9804181;5;2;7
hep-th/9702147;hep-th/9702147;5;0;5
hep-th/0206013;hep-th/0206013;18;36;54
math/0307212;math/0307212;7;8;15
q-alg/9505023;q-alg/9505023;7;12;19
gr-qc/9509037;gr-qc/9509037;8;0;8
hep-th/9705161;hep-th/9705161;11;1;12
hep-th/0111109;hep-th/0111109;7;0;7
quant-ph/9910069;quant-ph/9910069;10;0;10
quant-ph/9803084;quant-ph/9803084;11;3;14
quant-ph/0007110;quant-ph/0007110;4;0;4
quant-ph/9804062;quant-ph/9804062;9;2;11
hep-th/9401085;hep-th/9401085;6;0;6
hep-th/9508170;hep-th/9508170;11;1;12
hep-th/9207080;hep-th/9207080;9;0;9
quant-ph/9806046;quant-ph/9806046;7;2;9
0806.0369;0806.0369;0;17;17
hep-th/0206047;hep-th/0206047;5;10;15
hep-th/0212073;hep-th/0212073;1;3;4
hep-th/0211087;hep-th/0211087;4;16;20
hep-th/0211149;hep-th/0211149;6;15;21
gr-qc/9503038;gr-qc/9503038;8;3;11
gr-qc/9503001;gr-qc/9503001;7;3;10
gr-qc/9412041;gr-qc/9412041;1;3;4
hep-th/9510199;hep-th/9510199;12;29;41
hep-lat/0703018;hep-lat/0703018;10;5;15
hep-lat/0202009;hep-lat/0202009;10;8;18
hep-lat/0605018;hep-lat/0605018;13;12;25
hep-lat/0612020;hep-lat/0612020;12;4;16
hep-th/9309046;hep-th/9309046;1;0;1
gr-qc/9506020;gr-qc/9506020;29;0;29
gr-qc/9506025;gr-qc/9506025;24;0;24
hep-th/9510203;hep-th/9510203;4;2;6
